title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,l3
巴西站点趋势款，可齐色齐码提报,,37.86,https://cf.shopee.com.br/file/cn-11134207-7r98o-ltn9impwp9zxb6,http://shopee.com.br/product/489308896/24722240333,Men Clothes,"Jackets, Coats & Vests",IVCN202606050001,,,,2026/6/5,24722240333,,,,
巴西站点趋势款，可齐色齐码提报,,52.78,https://cf.shopee.com.br/file/sg-11134201-7rfib-m472m5n0bxpw2d,http://shopee.com.br/product/252280553/27871696566,Men Clothes,Hoodies & Sweatshirts,IVCN202606050003,,,,2026/6/5,27871696566,,,,
巴西站点趋势款，可齐色齐码提报,,93.06,https://cf.shopee.com.br/file/cn-11134207-820l4-mjrvsc0l03r51f,http://shopee.com.br/product/1716976524/46455065508,Men Clothes,Hoodies & Sweatshirts,IVCN202606050005,,,,2026/6/5,46455065508,,,,
巴西站点趋势款，可齐色齐码提报,,100.1,https://cf.shopee.com.br/file/cn-11134207-820l4-mkexpmhjj20z78,http://shopee.com.br/product/1717004337/54755919152,Men Clothes,"Jackets, Coats & Vests",IVCN202606050007,,,,2026/6/5,54755919152,,,,
巴西站点趋势款，可齐色齐码提报,,86.96,https://cf.shopee.com.br/file/cn-11134207-820l4-mk1xgzk6h69t58,http://shopee.com.br/product/1716976524/57155523983,Men Clothes,Hoodies & Sweatshirts,IVCN202606050009,,,,2026/6/5,57155523983,,,,
巴西站点趋势款，可齐色齐码提报,,23.25,https://cf.shopee.com.br/file/4551cc4157312ddb3b0c9a95c994553a,http://shopee.com.br/product/572324101/12090575430,Women Clothes,"Jackets, Coats & Vests",IVCN202606050011,,,,2026/6/5,12090575430,,,,
巴西站点趋势款，可齐色齐码提报,,50.82,https://cf.shopee.com.br/file/f9263acd18b54948b8227ad734421e32,http://shopee.com.br/product/242908589/17893159995,Women Clothes,"Jackets, Coats & Vests",IVCN202606050013,,,,2026/6/5,17893159995,,,,
巴西站点趋势款，可齐色齐码提报,,31.95,https://cf.shopee.com.br/file/sg-11134201-7rd3k-m6wo4kjgj11o37,http://shopee.com.br/product/894060764/24192150481,Men Clothes,"Jackets, Coats & Vests",IVCN202606050015,,,,2026/6/5,24192150481,,,,
巴西站点趋势款，可齐色齐码提报,,34.98,https://cf.shopee.com.br/file/sg-11134201-7rbk6-m5wcn4vjldxm32,http://shopee.com.br/product/238613743/26225233119,Women Clothes,Lingerie & Underwear,IVCN202606050017,,,,2026/6/5,26225233119,,,,
巴西站点趋势款，可齐色齐码提报,,32.32,https://cf.shopee.com.br/file/sg-11134201-7repg-m2b4ydir5vp248,http://shopee.com.br/product/1272998974/26616886508,Men Clothes,Pants,IVCN202606050019,,,,2026/6/5,26616886508,,,,
